,edad,genero,salario,paises,titulo_academico,puesto_trabajo,años_experiencia,sector_laboral,tamaño_empresa,lenguaje_programacion
19966,18-29,Hombre,0-14K,China,Estudios Universitarios,Data Analyst,< 1 years,Tecnológico,Startup,"Python, Java"
19969,18-29,Hombre,No sabe/No contesta,Turquia,Bachillerato,Business Analyst,< 1 years,Radio/Comunicaciones,Startup,"Python, C, C++"
19970,18-29,Hombre,No sabe/No contesta,India,Grado,Data Analyst,1-3 years,Académico/Educación,Startup,Python
19977,30-44,Hombre,No sabe/No contesta,Indonesia,Grado,Business Analyst,< 1 years,Servicio en línea/Servicios basados ​​en Internet,Pequeña," SQL, Java"
19990,30-44,Hombre,15K-39K,Malasia,Grado,Data Analyst,5-10 years,Contabilidad/Finanzas,Multinacional,"Python, SQL"
19991,18-29,Mujer,+40K,India,Master,Data Analyst,< 1 years,Tecnológico,Grande,"Python, R"
19998,30-44,Hombre,+40K,Alemania,Master,Data Analyst,< 1 years,Servicio en línea/Servicios basados ​​en Internet,Pequeña,"Python, SQL"
20012,45-59,Hombre,+40K,Estados Unidos,Master,Data Analyst,< 1 years,Académico/Educación,Pequeña,"Python, R, SQL"
20014,30-44,Hombre,No sabe/No contesta,Otros,Grado,Data Analyst,< 1 years,ONG/Servicio,Startup, Other
20019,30-44,Hombre,15K-39K,Portugal,Master,Data Analyst,1-3 years,Fabricación,Mediana,"Python, SQL"
20028,18-29,Mujer,+40K,Estados Unidos,Grado,Data Analyst,< 1 years,Ventas al por menor,Startup, None
20034,18-29,Hombre,No sabe/No contesta,Estados Unidos,Master,Business Analyst,< 1 years,Fabricación,Grande,"Python, R, SQL"
20035,18-29,Hombre,15K-39K,India,Grado,Data Analyst,1-3 years,Hostelería/Entretenimiento/Deportes,Mediana,"Python, SQL, C++"
20046,18-29,Hombre,15K-39K,Grecia,Grado,Data Analyst,1-3 years,Envío/Transporte,Multinacional,"Python, R, SQL, Other"
20049,45-59,Hombre,0-14K,Paises Bajos,Estudios Universitarios,Business Analyst,I have never written code,Energía/Minería,Grande,No sabe/No contesta
20071,30-44,Hombre,15K-39K,India,Master,Business Analyst,< 1 years,Tecnológico,Multinacional,"Python, SQL"
20077,30-44,Hombre,+40K,Corea del Sur,Grado,Data Analyst,3-5 years,Otros,Mediana," R, SQL"
20079,18-29,Hombre,No sabe/No contesta,Vietnam,Grado,Data Analyst,3-5 years,Tecnológico,Multinacional,Python
20088,18-29,Hombre,0-14K,India,Grado,Data Analyst,1-3 years,Negocios en línea/ventas basadas en Internet,Multinacional,"Python, SQL"
20094,18-29,Hombre,15K-39K,India,Grado,Data Analyst,< 1 years,ONG/Servicio,Grande,"Python, SQL"
20095,30-44,Hombre,+40K,Canada,Master,Data Analyst,I have never written code,Ventas al por menor,Multinacional,No sabe/No contesta
20111,30-44,Hombre,0-14K,Corea del Sur,Estudios Universitarios,Data Analyst,3-5 years,Fabricación,Startup,"Python, R, SQL"
20114,30-44,Hombre,15K-39K,Corea del Sur,Grado,Data Analyst,< 1 years,Servicio en línea/Servicios basados ​​en Internet,Startup,Python
20115,45-59,Hombre,+40K,Estados Unidos,Master,Business Analyst,I have never written code,Académico/Educación,Grande,No sabe/No contesta
20126,18-29,Hombre,No sabe/No contesta,Japon,Grado,Business Analyst,< 1 years,,No sabe/No contesta,Python
20131,18-29,Mujer,No sabe/No contesta,Malasia,Grado,Data Analyst,1-3 years,Tecnológico,Startup," R, C++"
20137,18-29,Hombre,15K-39K,Italia,Master,Data Analyst,1-3 years,Contabilidad/Finanzas,Grande,"Python, R, SQL, Bash"
20143,30-44,Hombre,0-14K,India,Grado,Business Analyst,< 1 years,Tecnológico,Multinacional,"Python, SQL"
20146,30-44,Mujer,0-14K,Otros,Master,Business Analyst,3-5 years,Contabilidad/Finanzas,Grande,"Python, R, SQL, MATLAB"
20156,30-44,Hombre,0-14K,Egipto,Master,Data Analyst,1-3 years,Académico/Educación,Startup,"Python, SQL, Javascript, MATLAB"
20170,18-29,Hombre,No sabe/No contesta,India,Master,Business Analyst,< 1 years,,No sabe/No contesta,"Python, SQL"
20174,30-44,Hombre,+40K,Reino Unido,Grado,Business Analyst,< 1 years,Fabricación,Pequeña,"Python, SQL"
20180,45-59,Hombre,+40K,India,Master,Data Analyst,I have never written code,Fabricación,Grande,No sabe/No contesta
20200,18-29,Mujer,0-14K,Kazakhstan,Grado,Data Analyst,10-20 years,Fabricación,Mediana,"Python, SQL"
20204,18-29,Hombre,0-14K,Colombia,Master,Data Analyst,3-5 years,Seguro/Evaluación de Riesgos,Pequeña,Python
20236,18-29,Mujer,0-14K,India,Master,Business Analyst,< 1 years,Fabricación,Pequeña,"Python, R, SQL, C++"
20238,30-44,Hombre,No sabe/No contesta,India,Master,Data Analyst,1-3 years,Otros,Startup, Other
20242,18-29,Hombre,0-14K,Nigeria,Grado,Data Analyst,3-5 years,Seguro/Evaluación de Riesgos,Startup,"Python, R, SQL, Java"
20243,18-29,Mujer,No sabe/No contesta,Reino Unido,Master,Data Analyst,< 1 years,,No sabe/No contesta,"Python, R, SQL, Bash"
20249,30-44,Hombre,15K-39K,India,Prefiero no responder,Business Analyst,1-3 years,Ventas al por menor,Pequeña,"Python, R, SQL"
20252,18-29,Hombre,+40K,Hong Kong (S.A.R.),Master,Data Analyst,5-10 years,Contabilidad/Finanzas,Multinacional,"Python, SQL"
20261,45-59,Hombre,15K-39K,Canada,Grado,Business Analyst,5-10 years,Seguro/Evaluación de Riesgos,Startup,"Python, SQL, Java"
20278,45-59,Hombre,+40K,Singapur,Grado,Data Analyst,10-20 years,Otros,Grande," SQL, Javascript, Other"
20279,30-44,Hombre,+40K,India,Grado,Business Analyst,10-20 years,Seguro/Evaluación de Riesgos,Multinacional,"Python, SQL, Other"
20283,18-29,Hombre,No sabe/No contesta,Brasil,Estudios Universitarios,Data Analyst,< 1 years,Fabricación,Grande, Other
20289,18-29,Hombre,+40K,Suiza,Master,Data Analyst,1-3 years,Energía/Minería,Grande,"Python, SQL"
20291,18-29,Hombre,No sabe/No contesta,Otros,Doctorado,Business Analyst,1-3 years,,No sabe/No contesta,"Python, Javascript, Other"
20306,30-44,Hombre,+40K,Corea del Sur,Prefiero no responder,Business Analyst,I have never written code,Fabricación,Multinacional,No sabe/No contesta
20319,30-44,Hombre,No sabe/No contesta,Australia,Master,Data Analyst,1-3 years,Gobierno/servicio público,Mediana,"Python, SQL, Java"
20335,30-44,Hombre,0-14K,Grecia,Master,Data Analyst,< 1 years,Gobierno/servicio público,Startup,Python
20340,18-29,Mujer,+40K,Estados Unidos,Master,Data Analyst,5-10 years,Marketing/CRM,Multinacional,"Python, SQL"
20397,30-44,Mujer,+40K,Canada,Master,Data Analyst,3-5 years,Ventas al por menor,Startup,"Python, Java, Javascript, MATLAB"
20400,45-59,Hombre,0-14K,Grecia,Bachillerato,Data Analyst,20+ years,Ventas al por menor,Pequeña,"Python, R, Other"
20403,18-29,Hombre,0-14K,Bangladesh,Grado,Data Analyst,1-3 years,Servicio en línea/Servicios basados ​​en Internet,Pequeña,"Python, SQL"
20452,45-59,Hombre,No sabe/No contesta,Suecia,Prefiero no responder,Business Analyst,1-3 years,Contabilidad/Finanzas,Multinacional,"Python, Javascript"
20459,18-29,Mujer,No sabe/No contesta,Estados Unidos,Master,Data Analyst,< 1 years,Otros,Startup," R, SQL"
20472,30-44,Hombre,0-14K,Rusia,Doctorado,Data Analyst,1-3 years,Tecnológico,Multinacional,"Python, SQL"
20473,18-29,Hombre,0-14K,Rusia,Grado,Data Analyst,1-3 years,Servicio en línea/Servicios basados ​​en Internet,Startup,"Python, Other"
20485,18-29,Hombre,No sabe/No contesta,Canada,Grado,Data Analyst,1-3 years,,No sabe/No contesta,Python
20493,18-29,Hombre,No sabe/No contesta,Pakistan,Grado,Data Analyst,1-3 years,Académico/Educación,Startup,"Python, Java"
20495,18-29,Hombre,No sabe/No contesta,India,Grado,Data Analyst,< 1 years,Tecnológico,Startup,"Python, SQL"
20500,30-44,Hombre,0-14K,India,Master,Data Analyst,5-10 years,Marketing/CRM,Multinacional," SQL, Other"
20504,30-44,Prefiero no decirlo,+40K,No deseo revelar mi ubicacion,Prefiero no responder,Business Analyst,1-3 years,Servicio en línea/Servicios basados ​​en Internet,Grande, SQL
20506,30-44,Prefiero no decirlo,0-14K,No deseo revelar mi ubicacion,Prefiero no responder,Data Analyst,10-20 years,Tecnológico,Pequeña, C++
20523,30-44,Hombre,15K-39K,India,Grado,Data Analyst,1-3 years,Contabilidad/Finanzas,Multinacional,"Python, SQL, Bash"
20527,30-44,Hombre,0-14K,China,Master,Data Analyst,1-3 years,Académico/Educación,Startup,"Python, C"
20542,60-70+,Hombre,+40K,Mexico,Master,Business Analyst,20+ years,Otros,Startup," R, SQL, Other"
20545,18-29,Mujer,0-14K,Filipinas,Master,Data Analyst,3-5 years,Servicio en línea/Servicios basados ​​en Internet,Mediana,"Python, SQL"
20551,18-29,Hombre,0-14K,Kenia,Master,Business Analyst,< 1 years,Contabilidad/Finanzas,Grande,"Python, SQL"
20569,45-59,Hombre,+40K,Estados Unidos,Master,Data Analyst,20+ years,Otros,Multinacional,"Python, SQL, Other"
20570,30-44,Mujer,No sabe/No contesta,Otros,Master,Data Analyst,1-3 years,Energía/Minería,Startup,Python
20578,18-29,Hombre,+40K,Estados Unidos,Master,Data Analyst,1-3 years,Gobierno/servicio público,Mediana,Python
20579,30-44,Hombre,No sabe/No contesta,Ecuador,Master,Business Analyst,1-3 years,Académico/Educación,Startup, R
20580,18-29,Hombre,0-14K,Japon,Master,Data Analyst,1-3 years,Servicio en línea/Servicios basados ​​en Internet,Pequeña,Python
20594,60-70+,Hombre,No sabe/No contesta,Estados Unidos,Estudios Universitarios,Data Analyst,20+ years,Contabilidad/Finanzas,Multinacional,"Python, R, SQL, Javascript, Other"
20595,30-44,Hombre,0-14K,Nigeria,Master,Data Analyst,3-5 years,Tecnológico,Startup,"Python, SQL"
20599,45-59,Hombre,+40K,Argentina,Master,Business Analyst,5-10 years,Contabilidad/Finanzas,Grande," SQL, Other"
20603,18-29,Hombre,0-14K,Pakistan,Prefiero no responder,Data Analyst,3-5 years,Tecnológico,Pequeña,Python
20608,30-44,Hombre,+40K,India,Master,Business Analyst,< 1 years,Tecnológico,Multinacional,Python
20618,18-29,Hombre,0-14K,India,Master,Data Analyst,5-10 years,Servicio en línea/Servicios basados ​​en Internet,Multinacional,"Python, SQL"
20619,30-44,Hombre,15K-39K,Corea del Sur,Estudios Universitarios,Business Analyst,I have never written code,Fabricación,Grande,No sabe/No contesta
20624,30-44,Hombre,15K-39K,India,Master,Business Analyst,I have never written code,Tecnológico,Mediana,No sabe/No contesta
20630,30-44,Hombre,15K-39K,India,Master,Business Analyst,5-10 years,Tecnológico,Mediana,"Python, SQL"
20636,18-29,Hombre,No sabe/No contesta,India,Master,Data Analyst,1-3 years,Seguro/Evaluación de Riesgos,Grande,"Python, SQL"
20654,45-59,Mujer,+40K,Estados Unidos,Grado,Data Analyst,20+ years,Fabricación,Mediana, SQL
20655,18-29,Hombre,0-14K,India,Grado,Data Analyst,< 1 years,Otros,Startup,"Python, SQL"
20665,30-44,Hombre,0-14K,Nigeria,Grado,Data Analyst,1-3 years,Servicio en línea/Servicios basados ​​en Internet,Mediana,Python
20683,30-44,Hombre,15K-39K,Mexico,Master,Business Analyst,5-10 years,Tecnológico,Multinacional, R
20684,18-29,Hombre,0-14K,Vietnam,Master,Data Analyst,3-5 years,Contabilidad/Finanzas,Grande,Python
20686,18-29,Hombre,+40K,Estados Unidos,Master,Data Analyst,3-5 years,Tecnológico,Grande,"Python, R, SQL"
20697,18-29,Hombre,No sabe/No contesta,India,Grado,Data Analyst,1-3 years,Contabilidad/Finanzas,Pequeña,"Python, R, SQL"
20708,30-44,Hombre,0-14K,Nigeria,Doctorado Profesional,Data Analyst,< 1 years,Contabilidad/Finanzas,Startup,"Python, SQL"
20714,18-29,Hombre,0-14K,India,Grado,Business Analyst,< 1 years,Tecnológico,Pequeña,"Python, SQL, MATLAB"
20720,18-29,Mujer,No sabe/No contesta,India,Master,Data Analyst,1-3 years,,No sabe/No contesta,"Python, Java"
20722,18-29,Hombre,0-14K,Ucrania,Master,Data Analyst,1-3 years,Ventas al por menor,Multinacional,"Python, SQL"
20736,30-44,Hombre,15K-39K,Reino Unido,Grado,Data Analyst,10-20 years,Marketing/CRM,Startup,"Python, R, SQL"
20744,18-29,Hombre,No sabe/No contesta,India,Grado,Data Analyst,1-3 years,,No sabe/No contesta,"Python, Java"
20747,30-44,Hombre,0-14K,Chile,Grado,Data Analyst,1-3 years,Ventas al por menor,Grande,"Python, SQL"
20774,45-59,Hombre,+40K,España,Master,Data Analyst,20+ years,Médico/farmacéutico,Grande,"Python, R, SQL, C, C++, Java, Javascript"
20786,18-29,Hombre,+40K,Estados Unidos,Master,Data Analyst,1-3 years,Médico/farmacéutico,Grande,"Python, R, SQL"
20789,18-29,Hombre,No sabe/No contesta,Egipto,Grado,Data Analyst,1-3 years,Académico/Educación,Startup,"Python, SQL, C, C++"
20794,18-29,Hombre,0-14K,Iran,Master,Data Analyst,< 1 years,Académico/Educación,Pequeña,"Python, SQL"
20801,18-29,Hombre,No sabe/No contesta,India,Grado,Data Analyst,< 1 years,Tecnológico,Pequeña,"Python, SQL, C, C++, MATLAB, Other"
20802,30-44,Mujer,0-14K,India,Master,Business Analyst,< 1 years,Seguro/Evaluación de Riesgos,Grande,"Python, SQL"
20809,18-29,Hombre,0-14K,India,Grado,Business Analyst,1-3 years,Tecnológico,Multinacional,"Python, SQL"
20813,18-29,Mujer,0-14K,Indonesia,Grado,Business Analyst,1-3 years,Ventas al por menor,Pequeña," R, SQL"
20816,45-59,Mujer,+40K,Estados Unidos,Master,Data Analyst,I have never written code,Tecnológico,Grande,No sabe/No contesta
20818,45-59,Hombre,+40K,Estados Unidos,Master,Data Analyst,20+ years,Marketing/CRM,Startup,"Python, SQL, Javascript, Bash"
20827,30-44,Hombre,+40K,Alemania,Doctorado,Data Analyst,10-20 years,Contabilidad/Finanzas,Grande,"Python, SQL, Bash"
20831,30-44,Hombre,15K-39K,Rusia,Master,Data Analyst,< 1 years,Contabilidad/Finanzas,Grande,"Python, SQL"
20832,18-29,Hombre,No sabe/No contesta,India,Grado,Data Analyst,1-3 years,Académico/Educación,Mediana,"Python, R, C, C++"
20836,30-44,Mujer,+40K,Sudafrica,Doctorado Profesional,Data Analyst,5-10 years,Seguro/Evaluación de Riesgos,Multinacional, R
20849,45-59,Hombre,0-14K,Nigeria,Grado,Data Analyst,< 1 years,Hostelería/Entretenimiento/Deportes,Pequeña, SQL
20850,30-44,Hombre,+40K,Malasia,Master,Business Analyst,I have never written code,Energía/Minería,Multinacional,No sabe/No contesta
20852,30-44,Mujer,0-14K,Brasil,Master,Data Analyst,1-3 years,Envío/Transporte,Grande,Python
20857,18-29,Hombre,0-14K,Egipto,Grado,Data Analyst,3-5 years,Académico/Educación,Startup,"Python, SQL"
20876,18-29,Hombre,+40K,Reino Unido,Master,Data Analyst,1-3 years,Tecnológico,Startup,"Python, R, SQL, C++, Java, Javascript, MATLAB"
20885,18-29,Hombre,0-14K,China,Grado,Data Analyst,1-3 years,Tecnológico,Startup,"Python, SQL"
20891,30-44,Mujer,15K-39K,Portugal,Master,Business Analyst,3-5 years,Tecnológico,Grande, None
20892,30-44,Hombre,15K-39K,Indonesia,Master,Data Analyst,1-3 years,Fabricación,Grande,"Python, R, SQL"
20894,18-29,Hombre,0-14K,India,Grado,Data Analyst,< 1 years,Tecnológico,Grande,"Python, SQL, Other"
20901,18-29,Mujer,No sabe/No contesta,India,Grado,Data Analyst,1-3 years,Académico/Educación,Multinacional,"Python, Javascript"
20915,18-29,Hombre,0-14K,India,Prefiero no responder,Data Analyst,10-20 years,Energía/Minería,Pequeña,"Python, R, Other"
20937,18-29,Hombre,No sabe/No contesta,Egipto,Grado,Data Analyst,1-3 years,,No sabe/No contesta,"Python, SQL, Java, MATLAB"
20940,18-29,Hombre,No sabe/No contesta,India,Grado,Data Analyst,1-3 years,Académico/Educación,Startup,"Python, SQL, C, C++, MATLAB"
20941,30-44,Hombre,15K-39K,Reino Unido,Bachillerato,Business Analyst,< 1 years,Tecnológico,Startup,Python
20960,18-29,Mujer,No sabe/No contesta,India,Grado,Data Analyst,< 1 years,,No sabe/No contesta,"Python, SQL, Java, Javascript"
20971,18-29,Mujer,No sabe/No contesta,Otros,Master,Data Analyst,1-3 years,Tecnológico,Grande,"Python, R"
20979,18-29,Mujer,No sabe/No contesta,Indonesia,Grado,Data Analyst,1-3 years,Negocios en línea/ventas basadas en Internet,Startup,Python
20988,18-29,Hombre,+40K,Iran,Grado,Business Analyst,5-10 years,Servicio en línea/Servicios basados ​​en Internet,Grande,"Python, SQL"
20989,60-70+,Hombre,+40K,Estados Unidos,Master,Business Analyst,I have never written code,Gobierno/servicio público,Multinacional,No sabe/No contesta
21001,18-29,Hombre,+40K,China,Master,Data Analyst,1-3 years,Contabilidad/Finanzas,Multinacional,Python
21011,30-44,Hombre,15K-39K,Reino Unido,Estudios Universitarios,Business Analyst,< 1 years,Envío/Transporte,Mediana,"Python, Javascript"
21012,30-44,Hombre,0-14K,Japon,Bachillerato,Data Analyst,< 1 years,Tecnológico,Startup,Python
21023,30-44,Hombre,15K-39K,Kenia,Master,Business Analyst,< 1 years,Académico/Educación,Pequeña,"Python, R, SQL"
21034,30-44,Hombre,No sabe/No contesta,Mexico,Doctorado,Data Analyst,3-5 years,,No sabe/No contesta,"Python, R, Java, Javascript, MATLAB"
21038,30-44,Hombre,15K-39K,Rusia,Doctorado,Business Analyst,3-5 years,Energía/Minería,Grande,"Python, C++, Other"
21050,18-29,Hombre,+40K,Estados Unidos,Master,Data Analyst,3-5 years,Contabilidad/Finanzas,Multinacional,"Python, R, SQL, MATLAB"
21051,18-29,Mujer,0-14K,India,Master,Data Analyst,1-3 years,Tecnológico,Startup,Python
21065,30-44,Hombre,No sabe/No contesta,Nigeria,Master,Business Analyst,1-3 years,Tecnológico,Startup,"Python, R"
21070,30-44,Mujer,No sabe/No contesta,Estados Unidos,Grado,Business Analyst,1-3 years,,No sabe/No contesta,"Python, R, SQL, Javascript"
21074,18-29,Mujer,0-14K,India,Grado,Data Analyst,5-10 years,Tecnológico,Multinacional,"Python, C++, Java, MATLAB, Other"
21079,45-59,Mujer,No sabe/No contesta,España,Master,Data Analyst,< 1 years,Otros,Startup,Python
21081,18-29,Hombre,No sabe/No contesta,India,Grado,Data Analyst,< 1 years,Académico/Educación,Startup," C, Bash"
21082,18-29,Hombre,No sabe/No contesta,Egipto,Estudios Universitarios,Data Analyst,< 1 years,Tecnológico,Startup,"Python, C++"
21090,18-29,Hombre,No sabe/No contesta,India,Grado,Data Analyst,3-5 years,Tecnológico,Startup,"Python, R, C, C++"
21097,45-59,Hombre,+40K,Rusia,Master,Business Analyst,< 1 years,Envío/Transporte,Mediana,Python
21099,18-29,Hombre,+40K,Reino Unido,Master,Data Analyst,< 1 years,Marketing/CRM,Grande,"Python, SQL"
21101,30-44,Hombre,15K-39K,China,Grado,Data Analyst,5-10 years,Radio/Comunicaciones,Mediana,"Python, R, SQL, Javascript"
21118,18-29,Mujer,No sabe/No contesta,Kenia,Estudios Universitarios,Data Analyst,< 1 years,,No sabe/No contesta," R, SQL, Other"
21125,30-44,Hombre,0-14K,India,Grado,Business Analyst,1-3 years,Tecnológico,Multinacional,"Python, SQL"
21138,30-44,Hombre,0-14K,India,Master,Data Analyst,3-5 years,Tecnológico,Multinacional,Python
21139,30-44,Mujer,0-14K,Vietnam,Master,Business Analyst,I have never written code,Tecnológico,Mediana,No sabe/No contesta
21140,18-29,Hombre,0-14K,Egipto,Grado,Business Analyst,I have never written code,Contabilidad/Finanzas,Startup,No sabe/No contesta
21155,18-29,Mujer,No sabe/No contesta,India,Master,Data Analyst,< 1 years,Tecnológico,Startup,"Python, R, SQL"
21162,18-29,Hombre,15K-39K,China,Master,Data Analyst,< 1 years,Envío/Transporte,Multinacional,"Python, SQL"
21163,18-29,Hombre,0-14K,Filipinas,Grado,Data Analyst,3-5 years,Otros,Pequeña,"Python, SQL"
21169,30-44,Hombre,15K-39K,Argentina,Master,Business Analyst,1-3 years,Contabilidad/Finanzas,Grande,Python
21176,30-44,Hombre,No sabe/No contesta,India,Master,Data Analyst,I have never written code,Tecnológico,Multinacional,No sabe/No contesta
21178,30-44,Hombre,15K-39K,Italia,Master,Data Analyst,1-3 years,Médico/farmacéutico,Grande,"Python, R, Other"
21185,18-29,Hombre,No sabe/No contesta,India,Grado,Data Analyst,1-3 years,,No sabe/No contesta,Python
21194,30-44,Mujer,No sabe/No contesta,India,Grado,Data Analyst,1-3 years,Tecnológico,Grande, SQL
21195,30-44,Hombre,No sabe/No contesta,Tailandia,Master,Data Analyst,1-3 years,Gobierno/servicio público,Grande,"Python, R, SQL"
21197,18-29,Hombre,0-14K,Colombia,Grado,Data Analyst,1-3 years,Contabilidad/Finanzas,Multinacional,"Python, SQL"
21206,18-29,Hombre,0-14K,Ucrania,Master,Data Analyst,< 1 years,Médico/farmacéutico,Pequeña, None
21212,18-29,Hombre,No sabe/No contesta,España,Master,Data Analyst,3-5 years,Académico/Educación,Mediana,"Python, R"
21226,18-29,Hombre,No sabe/No contesta,Egipto,Grado,Data Analyst,< 1 years,Servicio en línea/Servicios basados ​​en Internet,Startup,Python
21235,18-29,Hombre,0-14K,India,Master,Data Analyst,3-5 years,Médico/farmacéutico,Multinacional,"Python, SQL, MATLAB"
